Date,Income/Expenditure Amount
2024-01-25,557.0794053
2023-09-13,12.89905716
2024-02-03,87.6821217
2023-05-20,174.8046045
2023-08-15,208.5958233
2023-11-28,610.1726129
2023-05-23,609.679724
2024-02-11,767.6529826
2024-02-09,79.87093214
2023-06-11,439.1922024
2024-02-17,176.803005
2023-06-03,217.2543331
2023-10-02,197.445528
2023-07-10,76.80393243
2023-10-12,75.06859561
2024-04-16,133.8497061
2023-05-14,194.2821791
2024-02-07,50.65643047
2023-08-24,46.72164683
2024-01-17,112.0621275
2023-12-17,67.8135964
2023-09-07,78.84892215
2023-11-01,77.45429588
2023-09-10,332.5804071
2024-04-07,64.68360991
2024-02-10,70.45922345
2024-02-28,603.2847983
2024-03-19,112.0005248
2023-09-07,105.3993084
2023-07-21,75.59657278
2023-12-10,174.1890504
2024-04-13,273.9499931
2024-03-14,178.3787908
2023-11-18,348.4245727
2023-05-07,340.8669359
2024-02-07,112.8573867
2023-11-03,476.3527288
2023-06-23,42.65281389
2023-09-28,67.51943706
2024-03-03,748.2841093
2023-06-24,305.7632346
2023-07-14,122.8540325
2023-08-29,580.833919
2023-06-16,181.4197317
2023-10-01,325.0520675
2024-02-15,99.95457937
2023-07-27,242.8376226
2023-08-01,653.1813741
2023-10-30,78.65373945
2024-01-02,248.3969925
2023-06-17,290.8835599
2023-05-05,51.1546987
2023-09-15,83.25808805
2023-10-31,101.6320516
2024-03-04,25.99896505
2024-03-22,42.98586541
2023-11-27,41.36230296
2023-08-28,421.9249846
2024-01-05,129.9989506
2023-10-11,264.7924932
2023-07-14,131.8913543
2024-03-19,125.1279739
2024-02-25,134.8070474
2024-02-07,332.7087876
2023-06-10,196.1973459
2023-10-25,425.9409476
2024-01-08,44.88239528
2023-06-12,46.77286916
2024-03-25,266.8599944
2024-03-31,317.1747068
2023-07-09,240.8848454
2023-06-02,302.71734
2024-04-27,98.80307206
2023-08-07,101.2082238
2023-08-01,46.33745232
2024-03-22,248.9649762
2023-08-09,49.65066694
2023-11-10,492.4577418
2023-06-06,354.2221343
2023-05-05,466.6275404
2024-03-23,34.06261031
2023-06-07,218.5734043
2024-04-05,244.5739261
2023-05-13,354.2088803
2024-01-29,107.9946119
2023-08-13,387.0965101
2023-11-02,425.874339
2023-08-30,32.20892331
2024-04-17,387.3136007
2024-04-22,141.793422
2023-08-27,244.9604656
2023-09-21,95.10477906
2023-09-19,259.2316639
2023-08-22,294.3878445
2024-03-05,164.0990979
2023-07-08,102.7605163
2023-08-28,285.9503077
2023-10-01,262.1177118
2024-04-13,79.98367063
2024-01-28,567.802717
2024-03-30,75.18456394
2024-01-12,471.2670321
2024-04-08,28.99592897
2023-11-28,327.7169924
2023-05-27,417.42463
2023-09-18,298.4024107
2024-03-08,719.2520501
2023-06-03,485.5176068
2024-02-19,158.5178426
2024-04-05,642.7298481
2023-06-30,59.90430951
2023-12-27,251.4261196
2024-04-20,366.6973745
2023-09-29,463.1898333
2023-10-19,416.8791704
2024-02-27,146.0822224
2024-03-04,752.1775306
2023-11-20,68.92666164
2024-01-24,43.03213054
2023-05-23,132.6070155
2024-03-28,95.07674129
2023-09-17,54.30593631
2023-11-28,85.05443245
2023-11-07,107.7262547
2023-09-09,78.18333248
2023-08-08,399.7878978
2023-11-28,255.6310962
2023-05-22,268.991483
2023-10-28,272.370891
2024-03-08,158.5392991
2023-04-30,331.5700509
2024-01-08,63.24980376
2023-08-19,74.73608153
2024-03-16,58.83398848
2023-09-01,50.35907456
2023-10-04,381.9547756
2024-01-18,200.8708422
2024-01-26,143.87353
2023-08-09,650.8245916
2024-02-04,624.4872783
2023-11-01,157.092487
2023-05-13,514.240785
2023-12-13,96.48048547
2023-09-05,390.5039954
2024-03-31,394.2962191
2023-11-13,72.52395872
2023-10-23,517.6915347
2023-09-21,186.2296599
2023-06-23,260.122467
2023-05-05,120.3290653
2023-06-04,105.4466818
2024-04-16,574.4105583
2023-07-19,292.0669974
2023-09-04,125.1250012
2023-09-03,280.7918248
2023-10-18,229.5797554
2023-12-31,515.9353401
2023-07-28,245.5887755
2023-11-05,299.0266764
2023-12-20,256.8543981
2024-03-16,78.683744
2024-02-23,375.053562
2024-04-24,453.9725479
2023-05-06,399.9602477
2023-08-23,58.29831657
2023-11-24,159.1311075
2023-08-26,224.3201538
2023-07-20,30.77365768
2023-08-28,156.3932431
2023-11-23,150.6088783
2023-09-22,388.3119674
2023-11-25,218.2730852
2024-03-06,125.1181862
2023-12-08,98.11544671
2024-03-03,68.96021134
2023-12-31,224.2446277
2024-04-13,599.0603705
2023-08-11,511.1079281
2023-06-18,220.1142189
2023-08-27,201.7087899
2024-02-28,214.7466435
2024-02-12,358.9576642
2023-10-18,56.34730043
2023-06-09,112.0270395
2023-10-01,554.733243
2023-07-29,102.5972261
2024-01-11,357.705027
2023-09-23,764.3877352
2023-06-29,84.7092892
2024-03-11,111.6108368
2023-09-14,431.8163584
2023-08-29,136.2979788
2023-07-03,443.4349904
2023-10-08,113.6586525
2023-05-07,507.5241206
2023-07-03,446.718274
2024-04-04,157.4837045
2023-08-08,602.0972332
2024-02-08,73.27440914
2024-04-27,80.11904884
2023-07-13,99.49652983
2023-12-14,73.08650523
2024-01-26,45.14642666
2023-08-10,223.8732394
2023-07-08,99.18678208
2023-09-16,132.1201741
2023-06-21,131.9846108
2023-10-29,53.89508212
2024-03-18,49.50785783
2024-04-12,106.7884247
2024-03-11,52.07460144
2024-04-26,74.71556147
2023-09-22,94.63309379
2024-01-12,353.3151824
2023-05-07,162.6288358
2023-06-10,188.7276298
2023-05-10,39.94339657
2023-05-11,74.45990869
2023-08-05,331.4415862
2023-07-25,52.48313541
2023-05-07,437.2144872
2023-10-12,392.7323896
2023-11-24,129.0705053
2024-02-21,195.3993394
2024-01-02,23.69187842
2023-12-10,163.9007932
2023-10-17,191.0535013
2024-01-20,86.07833468
2024-01-15,69.75568947
2024-01-15,35.81156804
2024-03-24,239.148044
2023-08-16,141.1466136
2024-03-01,355.2620102
2023-10-02,97.77294983
2023-09-17,387.0778382
2024-04-19,185.7500417
2023-08-27,338.7379856
2023-07-05,122.2034996
2023-06-22,328.6306492
2024-03-13,124.2788575
2024-04-10,71.82623185
2023-05-25,200.5014207
2023-06-21,125.2119237
2023-12-01,75.56147228
2023-08-16,476.2692424
2024-01-23,188.8915245
2023-09-11,105.0120721
2024-02-16,74.13591011
2024-01-23,336.4176445
2023-11-25,365.1820226
2023-12-27,275.3552102
2023-11-12,378.191437
2023-12-30,207.8966277
2023-08-12,417.7952694
2023-06-21,382.3808571
2023-12-14,340.9134521
2023-05-19,698.3423394
2024-02-07,246.3347614
2023-09-04,74.60747756
2023-05-24,196.5650369
2024-03-29,573.208265
2023-11-01,98.02109102
2023-10-02,76.73512794
2024-03-20,168.9257903
2023-07-02,130.3944448
2024-02-20,313.7461586
2023-05-18,66.2906415
2024-04-13,347.2316333
2023-08-20,143.477786
2023-11-05,225.3381725
2024-04-10,345.4224777
2023-10-19,27.66604947
2024-02-12,294.3084803
2023-05-01,569.4495861
2023-06-20,300.3466604
2024-01-12,85.0499851
2024-04-19,271.3769859
2024-02-23,74.64909666
2024-01-12,582.1908605
2023-07-27,63.56713519
2023-10-28,50.96628948
2023-08-27,815.5821522
2023-10-10,420.1252058
2023-05-31,99.11460303
2024-02-11,259.2439293
2024-02-19,347.8813191
2024-02-04,256.3320807
2023-09-18,48.7930621
2023-08-01,412.0503465
2023-06-11,107.7395498
2023-09-03,144.3813549
2023-07-15,301.6315628
2023-06-05,157.4407207
2024-03-24,110.718306
2023-11-03,260.6780977
2024-03-26,29.75084283
2023-12-17,292.2136116
2024-03-17,110.6087231
2023-06-15,729.4386498
2023-12-06,494.8574086
2024-03-18,113.3164504
2023-11-27,60.70651254
2024-03-07,398.8307675
2023-09-01,60.92980303
2024-04-04,189.7264155
2023-06-24,274.4281657
2023-07-10,487.1016443
2023-10-19,249.5200173
2023-12-16,102.0489922
2023-07-27,170.5674983
2023-07-31,106.2482511
2023-09-14,480.9211752
2023-07-09,149.58397
2023-12-04,324.6565207
2024-01-22,236.653133
2024-02-05,154.9088338
2023-09-02,151.3151535
2023-05-12,52.03915019
2023-06-07,221.5192138
2023-05-10,195.7754331
2024-02-03,285.9375822
2023-09-10,24.65895698
2023-08-03,112.5087632
2023-07-31,449.823773
2023-11-28,566.599558
2023-11-19,34.84963048
2023-12-12,697.5746867
2023-05-05,345.4050416
2023-05-11,298.4558522
2024-03-01,53.23786146
2023-09-14,377.0590664
2023-11-15,244.7927656
2023-10-21,146.40488
2024-01-17,73.67005125
2024-01-14,258.0435338
2023-05-23,23.73245959
2023-11-09,469.3532022
2023-09-06,157.7467792
2024-01-16,307.3620893
2023-09-09,360.5088704
2023-12-15,10.1347075
2024-02-19,58.68856021
2023-09-10,237.038055
2023-05-12,194.7547407
2024-01-13,244.7918115
2023-06-20,32.43673815
2023-09-16,343.9479118
2023-07-01,224.639628
2024-01-31,408.4891907
2023-09-07,255.0065468
2023-08-10,109.9658781
2024-02-02,64.14251555
2023-09-07,235.8251987
2023-05-19,222.2432847
2023-07-25,507.5390191
2023-11-17,453.0620349
2024-04-21,110.2539231
2023-08-03,101.7098855
2023-05-22,464.0760785
2023-05-07,92.69451837
2023-10-14,90.86941293
2023-12-05,624.7336272
2024-02-03,155.9944003
2023-11-20,344.535807
2023-10-22,36.77504569
2023-07-08,430.0850007
2023-09-21,47.38182159
2024-01-12,407.946333
2024-03-12,95.84838425
2023-11-19,168.1562391
2024-04-26,59.21565881
2023-05-14,293.8898543
2023-08-09,92.04924054
2024-04-26,107.5238343
2023-07-10,90.66980615
2023-09-19,153.250185
2024-03-21,236.6592229
2023-09-06,292.1355355
2024-03-02,139.8602203
2024-02-20,98.0685622
2024-02-26,239.0699269
2023-12-03,304.9531533
2023-06-09,393.6044765
2023-11-15,189.5534912
2023-06-06,67.32980087
2024-04-19,138.5198702
2023-09-08,403.142534
2024-01-31,240.8222615
2023-08-09,135.7500643
2023-05-05,179.6456341
2024-04-19,354.9813373
2023-09-28,129.6603444
2023-08-13,250.0054172
2023-06-02,56.36399708
2023-08-02,451.5001149
2023-07-05,636.9150993
2023-08-02,81.86608171
2023-09-17,143.3073502
2023-10-04,125.9792178
2023-11-07,105.8958525
2023-11-25,305.8399481
2023-06-04,140.8254076
2023-12-27,504.1907354
2024-04-04,613.984344
2024-01-13,386.6206318
2023-05-04,119.4840159
2024-03-31,261.017171
2024-03-10,282.2947805
2023-12-20,530.0923524
2023-11-17,19.5155096
2023-05-19,75.19529622
2023-08-26,107.1333062
2023-07-21,277.2572496
2023-07-01,325.1316107
2023-06-09,64.43464862
2023-10-03,114.0284771
2023-05-31,40.47843696
2024-04-13,374.3631539
2023-09-08,692.1051685
2023-06-08,164.5787333
2023-11-11,183.331988
2024-02-12,292.8673307
2023-09-15,192.8631288
2023-08-25,305.5705768
2023-12-11,120.2681413
2023-10-26,80.67215962
2023-11-29,235.6566892
2023-07-13,83.49894619
2023-08-20,60.3487902
2023-08-29,210.9030408
2024-01-25,165.175623
2023-05-07,216.2172921
2024-01-11,54.7356993
2023-09-06,513.8294697
2023-08-10,149.3574214
2024-04-20,233.908143
2024-01-20,598.9441268
2023-11-12,40.23163543
2023-07-25,194.9264047
2024-02-03,344.5822439
2023-10-03,396.7387423
2023-06-07,233.8235543
2023-09-24,246.806527
2023-10-22,148.052933
2024-01-11,155.3121814
2024-03-03,18.39623832
2023-05-19,251.5952167
2023-08-12,224.8408379
2023-10-17,46.71110308
2023-05-05,35.63868629
2023-07-02,16.84008114
2023-12-30,208.6850633
2023-08-04,114.4582458
2024-04-08,202.8844764
2023-12-09,648.1322243
2023-05-27,605.7432177
2024-02-01,196.1986358
2023-07-27,542.029145
2024-04-13,252.6824516
2023-09-25,274.8030721
2023-11-20,196.7031913
2024-03-23,116.3680123
2023-10-23,79.185072
2023-09-07,103.9504629
2024-03-16,631.5921375
2023-05-30,452.8241661
2023-10-12,319.1449897
2024-03-05,249.7564059
2023-06-26,197.8360881
2024-02-21,72.37904844
2023-09-26,11.99667602
2023-05-21,507.4378468
2023-09-14,520.4217242
2024-04-27,61.03848771
2024-01-15,66.6963418
2023-07-16,53.00137861
2023-07-08,145.0155242
2024-02-16,375.8339988
2023-05-26,501.5120978
2023-06-01,120.474831
2023-07-01,335.1538173
2023-05-20,109.7357196
2024-04-06,32.69425343
2023-06-30,129.0208563
2023-12-29,296.5309937
2024-01-12,152.4545679
2023-12-30,14.44749846
2024-02-08,415.6890534
2023-08-13,402.6772939
2023-07-05,134.0779031
2023-08-07,195.2608767
2023-10-08,167.0786558
2024-01-13,471.9061886
2023-08-24,75.66368546
2023-11-02,578.6327367
2023-11-22,249.1039399
2023-11-21,146.2435227
2023-08-21,97.25770936
2024-01-14,290.0002057
2023-07-04,436.6812748
2023-08-28,239.1771261
2023-11-27,311.4038457
2023-05-31,141.3411493
2023-07-27,731.6997827
2024-02-25,45.41778584
2024-02-04,95.53820737
2023-05-28,214.2195301
2023-09-24,236.3555621
2023-06-02,96.40021103
2023-11-28,435.7617474
2024-03-16,94.3503139
2023-10-04,104.2327445
2023-05-13,73.11539909
2024-03-26,317.896435
2024-02-19,267.4081973
2023-06-20,108.4387635
2023-07-14,93.25209982
2024-03-08,73.12240308
2023-05-29,549.0262672
2023-09-13,182.0181443
2023-06-06,174.0016653
2023-12-20,453.5704801
2024-04-24,97.55721426
2023-08-20,45.19607017
2023-06-16,46.22627761
2024-03-07,163.4972631
2024-03-13,30.26771121
2023-05-01,65.71929342
2023-09-15,140.0984085
2023-07-08,374.0550027
2023-05-26,30.70699469
2024-01-20,153.1533521
2023-11-15,427.8768304
2023-12-16,76.04587177
2024-04-09,149.9866713
2023-05-26,612.3066964
2024-03-27,111.2558765
2024-02-25,120.0255645
2024-02-09,269.8803332
2024-04-12,192.4755714
2024-03-19,64.45268056
2024-03-03,128.3574535
2023-07-31,321.554661
2023-12-19,463.2576941
2023-11-03,306.0244747
2023-08-26,182.3805905
2024-03-14,244.9434089
2024-04-17,47.09564949
2024-02-27,68.57261929
2024-01-02,370.5143045
2024-03-25,600.4856572
2023-09-13,117.4671435
2023-09-03,201.9150437
2023-11-18,171.7413603
2023-12-13,176.1266081
2024-02-28,181.6177597
2024-03-11,77.67662592
2024-04-24,176.9743192
2024-04-15,527.6049676
2023-09-06,222.739889
2023-10-16,141.2799556
2023-12-19,776.1990405
2023-10-17,55.21694349
2023-06-24,276.9519652
2023-06-01,650.4867257
2024-01-18,302.0049148
2024-03-18,166.2369673
2023-05-18,361.5243851
2023-06-16,459.2867425
2023-07-12,77.46049216
2024-03-07,195.5903966
2023-12-22,63.94390516
2024-02-20,162.6120959
2023-07-02,153.1978108
2023-12-28,518.4322122
2024-01-26,192.4816041
2023-12-19,274.7602894
2023-07-13,90.04852218
2024-02-01,524.0425993
2023-08-08,112.0733033
2023-10-26,427.5530281
2023-10-01,62.69531703
2024-03-15,125.3065689
2023-05-20,139.5774444
2023-07-01,60.46382851
2023-09-17,397.2255538
2024-03-30,115.6539049
2023-07-16,87.66991834
2024-02-02,51.03658087
2023-11-30,251.4941119
2024-03-28,172.1962513
2023-12-09,242.4071485
2023-10-27,418.0973055
2023-09-26,245.082045
2023-05-01,51.10292154
2023-07-08,74.72205971
2023-07-30,533.2511689
2023-07-18,129.4872673
2024-03-01,78.1517331
2023-10-09,89.69971404
2024-03-05,295.1660596
2023-07-19,227.3903069
2023-11-06,37.28631071
2023-06-11,118.5733521
2023-09-29,53.59854594
2023-08-26,28.28080378
2024-04-06,236.2530976
2023-06-10,417.0443369
2023-07-26,32.36855293
2023-05-18,326.281285
2023-10-29,92.04597645
2024-02-07,261.394424
2023-06-09,159.68378
2024-04-26,677.4036248
2023-10-26,177.659926
2024-01-29,217.1707431
2023-07-17,367.7423721
2023-12-27,220.1466404
2023-06-05,74.63686304
2023-09-04,618.8337311
2023-05-10,362.7696291
2024-02-25,187.3899331
2023-10-28,278.910225
2023-09-20,164.3407377
2023-10-16,484.7262686
2024-03-22,228.8531308
2023-08-01,268.2429105
2024-04-18,69.63385384
2024-03-08,357.2288895
2023-07-14,591.2143683
2023-12-28,85.78221059
2023-12-04,134.5872284
2023-05-11,73.28676224
2023-10-28,628.7396438
2023-10-02,83.17768858
2023-07-04,427.2413791
2024-02-11,105.4119328
2023-05-26,30.43772301
2023-07-07,202.8238025
2024-01-22,542.3178054
2023-07-29,583.7490042
2023-09-24,29.0817504
2023-06-10,283.9109619
2024-03-08,364.5998751
2023-05-28,130.3224906
2023-09-09,367.1507472
2023-09-09,575.9461814
2023-08-07,499.0074979
2023-11-01,538.4669341
2024-02-02,257.9779532
2023-05-19,155.5839125
2023-12-06,649.9426107
2023-11-11,31.71508376
2023-06-15,411.5773087
2023-06-23,522.9534577
2024-03-26,459.4773932
2023-05-26,137.015238
2023-08-12,134.2909934
2023-11-22,271.9361485
2024-03-11,195.9095022
2023-07-23,521.0200422
2023-12-24,69.99724317
2024-02-15,554.4053231
2024-01-31,96.40746592
2023-06-06,43.24712955
2024-01-12,51.23323394
2023-11-25,227.568718
2024-03-26,493.1301362
2023-07-22,116.0688817
2024-03-01,177.4753029
2023-05-26,221.6688757
2023-07-12,270.6751643
2024-03-08,428.7046602
2024-01-06,37.04848468
2024-01-10,72.53987695
2024-01-22,376.2644397
2024-02-17,235.7022238
2024-03-23,224.680143
2023-04-30,35.38547292
2024-03-09,394.0201474
2023-05-21,545.6135609
2023-05-15,61.12587622
2023-11-14,358.9565671
2023-09-08,29.73378087
2023-09-16,163.4336473
2023-09-15,195.0181859
2023-08-12,690.1782662
2023-05-29,42.21597981
2023-08-03,624.4950643
2024-02-28,350.8974517
2023-05-22,22.38208918
2023-07-13,259.203962
2023-06-11,31.72997951
2024-02-15,450.7982258
2024-01-23,59.28228058
2023-11-10,101.3114853
2024-01-30,426.1995008
2023-08-25,120.6850778
2024-04-10,319.7020964
2023-06-11,153.9933475
2023-09-03,133.4050271
2023-11-15,403.0248253
2023-07-21,146.3864206
2024-01-19,87.76386039
2024-02-27,551.1505134
2023-12-22,11.87858238
2023-08-13,414.3918223
2023-10-05,130.7144978
2024-01-20,81.07763517
2023-05-06,121.5408958
2024-01-03,61.07058067
2023-08-19,704.8906398
2023-12-26,229.9002959
2023-11-12,251.6478555
2023-11-08,382.4383357
2023-06-12,397.668982
2023-07-30,165.5795964
2023-07-20,347.3475928
2024-03-14,212.9777907
2023-06-21,80.11050071
2024-03-13,202.8318135
2023-05-04,140.2282941
2024-01-11,268.1614673
2023-09-24,87.77081189
2023-05-31,68.49341456
2023-11-08,48.20638908
2023-08-12,594.9051894
2024-03-09,151.189852
2023-10-25,120.0874828
2023-09-04,405.8129739
2023-09-13,372.3244396
2024-01-15,53.86702621
2023-07-07,504.2372953
2024-01-06,175.2186564
2023-06-27,17.67251097
2023-09-07,134.7920964
2023-11-09,58.64090826
2023-12-18,445.5553039
2024-03-01,75.46859485
2023-07-28,160.5932291
2023-12-17,77.21165898
2023-11-15,381.8244841
2024-01-26,125.8334605
2023-11-25,41.4818069
2024-01-15,79.35546908
2023-09-09,89.80710782
2023-08-19,92.56979666
2024-03-08,80.3247641
2023-05-26,762.1213651
2023-10-27,61.59664424
2023-10-20,113.7302748
2023-09-30,35.14728692
2023-05-09,107.7743813
2024-01-18,176.6484193
2023-12-15,157.6642114
2024-01-31,350.0091359
2024-01-25,877.9931012
2024-04-15,124.9021141
2023-06-23,51.28678987
2024-04-21,479.4080841
2023-06-01,89.97454965
2023-05-24,200.1250393
2024-03-23,446.0341679
2024-03-17,286.7899948
2023-05-10,34.51264465
2023-06-19,479.5239922
2023-10-11,14.51745687
2023-07-11,176.421389
2023-07-19,353.158593
2023-10-27,61.0714229
2023-12-16,158.8634002
2023-09-13,198.5155624
2023-07-06,378.7841619
2023-07-24,58.73030472
2024-03-01,126.1257988
2024-02-19,237.8760207
2023-07-31,119.6591404
2023-05-12,529.0023379
2023-07-21,298.3343012
2023-05-01,76.53744819
2023-12-11,128.1963719
2024-03-02,199.2373763
2023-10-28,233.8807854
2023-11-29,161.3869445
2023-10-12,624.732055
2023-11-21,175.6568316
2023-05-18,195.4735111
2024-02-19,46.15862735
2023-05-19,94.88766458
2024-02-26,118.7916916
2023-06-03,296.0099067
2023-07-20,453.7143044
2023-05-27,528.2173101
2023-06-18,65.44877807
2023-11-23,331.7093977
2023-11-29,356.6846135
2024-03-11,155.9826804
2023-07-09,59.05946277
2023-12-25,657.5418499
2023-12-12,62.27858851
2024-01-15,482.8701626
2024-03-21,234.4100411
2024-01-04,80.68164077
2023-10-15,220.6398751
2023-09-09,175.9438139
2024-02-07,369.6849562
2024-03-01,378.1050938
2023-07-21,132.5102476
2023-12-06,150.2895057
2023-11-03,641.2542954
2024-01-15,384.4039013
2024-04-28,620.8748512
2023-08-28,206.2693101
2023-08-28,207.0950221
2023-06-22,331.4833619
2023-05-03,14.98326245
2023-10-29,404.976122
2024-02-23,342.6985968
2023-12-02,97.46125352
2024-02-12,268.0040618
2023-08-25,111.72917
2024-03-08,12.33644443
2024-03-11,77.96680705
2024-01-09,385.3452155
2023-09-27,117.1299008
2024-03-01,285.6180353
2024-01-27,59.97000208
2024-04-06,162.4395061
2023-11-23,46.81780364
2023-05-09,97.44624702
2023-12-31,672.7564128
2023-07-14,445.3746968
2024-04-18,50.65997319
2024-02-04,570.6265868
2023-11-14,78.86390947
2023-06-16,389.1646558
2024-03-17,135.290488
2023-07-03,258.2883297
2023-12-23,79.92595441
2024-02-03,289.0208177
2024-02-11,86.48687033
2024-02-23,27.86655519
2023-09-10,138.4881339
2024-03-24,109.9666999
2023-08-04,22.26467739
2023-07-07,555.4378045
2024-03-13,107.0157621
2023-12-03,321.7870998
2023-05-31,555.855277
2023-12-18,578.673597
2023-09-20,65.97450771
2024-01-31,20.68547543
2023-11-01,23.84558794
2023-12-13,66.13737339
2023-05-17,24.53868803
2023-12-17,58.39833739
2024-03-02,193.5612263
2023-07-11,501.3359
2024-04-02,127.9565718
2023-12-02,333.4056075
2023-07-06,343.5704304
2023-12-06,198.0500278
2023-09-23,84.35323166
2023-10-11,666.5910622
2024-01-14,95.5251406
2024-01-14,87.69020537
2023-12-13,333.1497074
2024-04-15,533.9238506
2023-10-09,16.63833624
2023-08-15,190.2206125
2023-07-26,286.1650193
2023-06-27,162.5499718
2023-10-25,133.0333789
2023-10-16,40.89836587
2024-04-02,253.5290767
2024-01-16,49.76352628
2023-05-29,389.7188116
2024-03-14,45.33732426
2024-04-19,23.98850937
2023-09-06,123.5785934
2024-02-19,443.9281787
2024-04-07,225.4440934
2023-11-12,159.4991458
2023-09-09,553.1082029
2023-11-03,239.983117
2023-09-30,336.3994166
2023-08-25,240.6604272
2023-08-13,522.7807103
2023-10-15,78.07192388
2024-04-19,32.00469085
2023-12-05,383.6733723
2024-04-15,124.1041932
2024-03-05,505.0722148
2024-03-29,617.9592854
2023-06-07,233.5829557
2024-02-28,283.8707278
2024-03-17,145.3676378
2023-07-22,63.14131712
2023-05-12,126.6086978
2023-09-22,57.23452251
2024-03-04,337.0670222
2024-01-13,274.5699728
2023-11-08,307.4121462
2023-10-29,309.9573578
2023-08-20,214.6886446
2023-11-05,609.526639
2024-03-03,484.6543702
2023-08-20,71.09560175
2023-09-09,45.07514406
2023-05-06,461.296125
2023-08-18,287.5581231
2024-02-10,66.50344739
2023-06-28,263.3047095
2023-12-04,353.3629924
2023-09-02,53.37751582
2023-05-13,432.2477963
2023-10-25,173.9164209
2024-02-26,68.44116828
2023-09-03,123.3674017
2023-08-23,293.7995947
2023-06-05,328.0087329
2023-09-27,103.4868849
2024-01-15,116.015341
2023-11-18,172.1090007
2023-05-01,715.5528464
2023-10-15,73.03500332
2024-03-14,523.3393641
2024-03-14,53.47097252
2023-12-05,272.1975366
2024-02-29,248.7114766
2024-04-11,547.7944756
2023-05-17,194.4435246
2023-07-22,385.1096226
2024-03-20,270.8173756
2023-10-09,15.12718287
2024-03-03,118.066224
2023-12-25,248.4638891
2023-09-03,82.59569234
2023-06-22,492.8773649
2023-09-03,58.59785338
2023-06-30,314.2310485
2024-03-24,79.42281939
2024-01-10,272.89798
2024-01-21,134.9878658
2023-08-20,183.24233
2023-06-21,99.31784414
2023-05-02,136.5344954
2023-09-01,242.4287682
2023-05-19,144.1212856
2024-02-29,196.4578118
2023-06-03,286.8843411
2023-05-11,47.39387976
2024-02-26,124.7956143
2023-11-06,322.1219338
2023-08-01,568.187849
2023-08-24,173.6104758
2023-11-26,59.4456914
2024-03-24,17.73934473
2023-05-16,87.78520008
2023-08-28,331.7085632
2023-08-19,101.3473976
2023-05-14,61.57479209
2023-09-07,21.24544224
2023-05-09,330.2432643
2023-11-24,68.74796934
2023-11-18,29.50991686
2023-08-23,550.6758758
2023-11-07,633.7138194
2023-10-09,64.14494638
2024-01-21,308.7089225
2024-03-19,251.4587729
2023-09-01,511.3863518
2023-11-08,128.063453
2024-04-22,31.90057173
2023-12-06,60.684952
2024-03-01,843.4184537
2023-11-01,47.17529642
2023-06-13,388.1588694
2024-03-31,198.0313907
2024-04-22,176.032742
2023-12-15,111.6145464
2024-01-21,496.6756093
2023-12-04,78.33564159
2023-08-19,66.71081557
2024-01-15,139.9026355
2024-04-04,629.2513628
2023-05-06,380.4652946
2024-01-28,198.7530027
2024-04-09,586.8420905
2023-08-23,57.39557886
2023-11-20,54.73178689
2023-08-05,248.8201959
2023-07-20,226.959122
2024-02-25,110.9046311
2024-04-25,131.9027566
2023-09-22,379.9763972
2024-01-12,358.7208081
2023-12-31,132.021663
2024-04-17,32.63165377
2024-03-08,182.0902939
2024-04-22,125.9315065
2023-08-12,154.9628106
2023-12-04,200.1369979
2023-07-24,276.9770178
2024-03-16,169.0513139
2023-05-16,221.7167809
2024-01-20,370.2586571
2023-12-28,386.1252752
2023-05-19,145.0822478
2023-08-02,220.5192746
2023-11-10,146.8904971
2023-06-05,497.6524099
2024-04-12,184.8662385
2023-11-16,179.8230863
2023-11-11,132.7854968
2023-12-19,363.4993409
2023-07-02,738.2523693
2023-06-04,130.9739468
2024-02-18,82.3695852
2023-07-28,107.6282311
2023-11-26,563.6803037
2023-09-20,681.1358211
2024-03-02,43.92353276
2023-09-28,267.4357197
2023-08-13,275.8875884
2023-08-16,279.300809
2023-10-14,71.17951477
2024-04-18,274.218092
2024-04-06,160.5256187
2023-07-10,64.72287495
2024-01-29,370.2554045
2024-02-17,171.6065928
2023-07-14,143.5675418
2023-11-27,494.0526942
2023-10-18,57.13231535
2023-05-28,38.4506296
2023-12-15,200.2604823
2023-09-21,72.78025961
2024-04-26,408.9335851
2023-12-22,17.93667935
2023-11-25,53.81566184
2024-04-26,446.5448586
2023-07-01,69.98462394
2023-09-01,136.3407523
2023-06-04,191.3667805
2023-09-19,204.3936611
2023-12-03,241.865597
2023-09-06,184.0640889
2023-10-21,146.1399257
2023-09-09,81.70474204
2023-12-01,688.2180473
2023-06-14,178.0978831
2023-09-23,213.5840902
2023-11-12,158.1902796
2024-02-29,437.5363602
2023-07-08,514.0586579
2023-08-11,122.9611791
2023-07-22,245.6560139
2023-09-04,165.2967666
2024-01-26,125.0267691
2024-01-26,502.7653894
2023-12-24,645.6519923
2023-06-28,191.4708013
2024-04-25,162.9232155
2023-08-04,314.5920341
2024-03-15,249.7935548
2023-11-24,61.19681876
2023-08-01,213.5606649
2023-06-23,47.42970181
2024-01-12,157.7524867
2023-10-25,81.24207599
2023-12-20,584.6982854
2024-03-13,308.6977475
2024-02-25,498.1025526
2023-08-20,55.43673966
2024-04-11,165.9838745
2024-01-16,335.3345108
2023-08-17,67.08241704
2023-08-14,323.8077583
2023-10-27,422.9488997
2024-04-17,42.32779157
2023-12-09,649.9856057
